ID,Sender ID,Cl ID,Status,Created At,Updated At,Sender ID Type
1017,EMMKWAB ENT,9902,unblock,2022-04-21T11:32:59Z,2022-04-21T11:32:59Z,sms
1018,AgbaBoutiqu,5872,unblock,2022-04-22T07:08:02Z,2022-04-22T07:08:02Z,sms
1019,New_Request,13,unblock,2022-04-22T09:02:06Z,2022-04-22T09:02:06Z,sms
1020,Agba Butik,5872,unblock,2022-04-22T11:32:43Z,2022-04-22T11:32:43Z,sms
1021,CACI-FWC,8169,unblock,2022-04-24T08:03:48Z,2022-04-24T08:03:48Z,sms
1022,CACI-FWC TS,8169,unblock,2022-04-24T10:13:48Z,2022-04-24T10:13:48Z,sms
1023,UMLOANS,6510,unblock,2022-04-25T09:58:40Z,2022-04-25T09:58:40Z,sms
1024,STAND ADS,6390,unblock,2022-04-25T11:11:36Z,2022-04-25T11:11:36Z,sms
1025,J.K Marfo,9743,unblock,2022-04-25T18:14:26Z,2022-04-25T18:14:26Z,sms
1026,Marfo Fam.,9743,unblock,2022-04-25T18:38:10Z,2022-04-25T18:38:10Z,sms
1027,Marfo Fam.,9913,unblock,2022-04-25T19:30:30Z,2022-04-25T19:30:30Z,sms
1028,J.K Marfo,9913,unblock,2022-04-25T19:34:17Z,2022-04-25T19:34:17Z,sms
1029,FamilyDream,9914,unblock,2022-04-26T16:42:43Z,2022-04-26T16:42:43Z,sms
1030,PARTYVILLE,5618,unblock,2022-04-27T20:39:18Z,2022-04-27T20:39:18Z,sms
1031,Top Wheels,9918,unblock,2022-04-28T12:35:18Z,2022-04-28T12:35:18Z,sms
1032,NANANOM 03,8974,unblock,2022-04-29T12:30:37Z,2022-04-29T12:30:37Z,email
1033,NANA,8974,unblock,2022-04-29T12:31:03Z,2022-04-29T12:31:03Z,sms
1034,NANA,8974,unblock,2022-04-29T12:31:04Z,2022-04-29T12:31:04Z,sms
1035,NANANOM 03,8974,unblock,2022-04-29T12:43:49Z,2022-04-29T12:43:49Z,sms
1036,OSHIKII,8974,unblock,2022-04-29T12:44:19Z,2022-04-29T12:44:19Z,sms
1037,TAX GUYS,6390,unblock,2022-04-29T15:20:42Z,2022-04-29T15:20:42Z,sms
1039,Bayview,9933,unblock,2022-05-04T18:34:46Z,2022-05-04T18:34:46Z,sms
1040,PLATINE,5618,unblock,2022-05-05T19:33:15Z,2022-05-05T19:33:15Z,sms
1041,RaphalMedC,9935,unblock,2022-05-06T11:13:46Z,2022-05-06T11:13:46Z,sms
1042,TTS SRC EC,9686,unblock,2022-05-06T14:37:38Z,2022-05-06T14:37:38Z,sms
1043,CMC-LTD,36,unblock,2022-05-07T20:40:26Z,2022-05-07T20:40:26Z,sms
1044,Nissi Cath,9950,unblock,2022-05-09T08:55:52Z,2022-05-09T08:55:52Z,sms
1045,AdamsOilMan,9953,unblock,2022-05-10T09:41:26Z,2022-05-10T09:41:26Z,sms
1046,Nissi Life,9950,unblock,2022-05-11T07:36:22Z,2022-05-11T07:36:22Z,sms
1047,PCG APENKWA,9954,unblock,2022-05-11T10:44:17Z,2022-05-11T10:44:17Z,sms
1048,APENKWA PCG,9954,unblock,2022-05-11T11:16:36Z,2022-05-11T11:16:36Z,sms
1049,SPC/DVLA,9957,unblock,2022-05-12T09:01:03Z,2022-05-12T09:01:03Z,sms
1050,StTHOMASHTL,9945,unblock,2022-05-12T10:22:20Z,2022-05-12T10:22:20Z,sms
1051,ACHINA SHS,9959,unblock,2022-05-13T06:53:47Z,2022-05-13T06:53:47Z,sms
1052,DE'LISH,8510,unblock,2022-05-13T10:12:47Z,2022-05-13T10:12:47Z,sms
1053,NKAG Men,7315,unblock,2022-05-17T20:14:37Z,2022-05-17T20:14:37Z,sms
1054,Sinel Hosp,8551,unblock,2022-05-18T07:26:04Z,2022-05-18T07:26:04Z,sms
1055,VF-CASH,9383,block,2022-05-18T18:37:04Z,2022-05-18T18:37:04Z,sms
1056,AdamsOilMan,45,unblock,2022-05-19T14:11:36Z,2022-05-19T14:11:36Z,sms
1057,SABEG,5618,unblock,2022-05-19T19:16:31Z,2022-05-19T19:16:31Z,sms
1058,STC/DVLA,9957,unblock,2022-05-23T09:51:17Z,2022-05-23T09:51:17Z,sms
1059,vf-cash,9383,block,2022-05-23T19:00:08Z,2022-05-23T19:00:08Z,sms
1060,safedoktor,1,unblock,2022-05-24T05:59:58Z,2022-05-24T05:59:58Z,sms
1061,Emmanuel,9977,unblock,2022-05-24T11:48:21Z,2022-05-24T11:48:21Z,sms
1062,Bilson,9977,unblock,2022-05-24T11:49:47Z,2022-05-24T11:49:47Z,sms
1063,G-Money,9977,block,2022-05-24T12:06:13Z,2022-05-24T12:06:13Z,sms
1064,Mensah,9977,unblock,2022-05-24T12:07:57Z,2022-05-24T12:07:57Z,sms
1065,MTNGH,9977,block,2022-05-24T12:08:34Z,2022-05-24T12:08:34Z,sms
1066,M`T`N,9977,block,2022-05-24T12:08:59Z,2022-05-24T12:08:59Z,sms
1067,ND yeboah,9977,unblock,2022-05-24T12:11:31Z,2022-05-24T12:11:31Z,sms
1068,INDOMIE,45,unblock,2022-05-25T13:17:24Z,2022-05-25T13:17:24Z,sms
1069,Astolinks,45,unblock,2022-05-25T13:24:07Z,2022-05-25T13:24:07Z,sms
1070,RIOHS COD,9311,unblock,2022-05-25T16:59:40Z,2022-05-25T16:59:40Z,sms
1071,CITIGROUP,9292,unblock,2022-05-25T19:01:03Z,2022-05-25T19:01:03Z,sms
1072,CITIGROUP,9292,unblock,2022-05-26T10:40:24Z,2022-05-26T10:40:24Z,email
1073,Papiso,9383,unblock,2022-05-26T12:04:46Z,2022-05-26T12:04:46Z,sms
1074,FaithChapel,54,unblock,2022-05-30T13:25:20Z,2022-05-30T13:25:20Z,sms
1075,LIC Youth,54,unblock,2022-05-30T13:25:46Z,2022-05-30T13:25:46Z,sms
1076,LIC Men,54,unblock,2022-05-30T13:25:56Z,2022-05-30T13:25:56Z,sms
1077,LIC Royal,54,unblock,2022-05-30T13:26:07Z,2022-05-30T13:26:07Z,sms
1078,Nsein SHS,9979,unblock,2022-05-31T13:47:09Z,2022-05-31T13:47:09Z,sms
1079,JIREH TADI,9060,unblock,2022-06-01T12:57:00Z,2022-06-01T12:57:00Z,sms
1080,Train Test,10003,unblock,2022-06-03T08:28:44Z,2022-06-03T08:28:44Z,sms
1081,Train Test,10006,unblock,2022-06-03T08:28:55Z,2022-06-03T08:28:55Z,sms
1082,Train Test,10005,unblock,2022-06-03T08:29:01Z,2022-06-03T08:29:01Z,sms
1083,2.33E+11,10003,unblock,2022-06-03T10:16:01Z,2022-06-03T10:16:01Z,voice
1084,2.34E+12,10005,unblock,2022-06-03T10:16:33Z,2022-06-03T10:16:33Z,voice
1085,2.33E+11,10006,unblock,2022-06-03T10:17:40Z,2022-06-03T10:17:40Z,voice
1086,JUUDEE,5618,unblock,2022-06-04T09:58:21Z,2022-06-04T09:58:21Z,sms
1087,OFFICE  365,9834,unblock,2022-06-06T10:27:06Z,2022-06-06T10:27:06Z,sms
1088,AKM,9722,unblock,2022-06-07T07:33:06Z,2022-06-07T07:33:06Z,sms
1089,VIJE Clothg,10022,unblock,2022-06-07T10:59:25Z,2022-06-07T10:59:25Z,sms
1090,Our Clients,10008,unblock,2022-06-07T13:12:33Z,2022-06-07T13:12:33Z,sms
1091,Org Imp Bks,10008,unblock,2022-06-07T13:24:49Z,2022-06-07T13:24:49Z,sms
1092,Nyaho Med,9958,unblock,2022-06-09T10:24:28Z,2022-06-09T10:24:28Z,sms
1093,HPPYCASIONS,5618,unblock,2022-06-11T09:19:15Z,2022-06-11T09:19:15Z,sms
1094,UHAS,6221,unblock,2022-06-14T08:37:14Z,2022-06-14T08:37:14Z,sms
1095,prestige,10043,unblock,2022-06-14T10:26:32Z,2022-06-14T10:26:32Z,sms
1096,U-HAS,6221,unblock,2022-06-14T11:27:59Z,2022-06-14T11:27:59Z,sms
1097,UHAS-portal,6221,unblock,2022-06-14T11:38:17Z,2022-06-14T11:38:17Z,sms
1098,UHAS-ADM,6221,unblock,2022-06-15T07:11:00Z,2022-06-15T07:11:00Z,sms
1099,ADM-UHAS,6221,unblock,2022-06-15T07:11:35Z,2022-06-15T07:11:35Z,sms
1100,adminUHAS,6221,unblock,2022-06-15T07:20:33Z,2022-06-15T07:20:33Z,sms
1101,PCG - GWM,9905,unblock,2022-06-16T10:27:51Z,2022-06-16T10:27:51Z,sms
1102,WG-PARTNERS,50,unblock,2022-06-18T22:53:10Z,2022-06-18T22:53:10Z,sms
1103,Nanny Prime,45,unblock,2022-06-20T13:51:12Z,2022-06-20T13:51:12Z,sms
1104,Saved TMC,8581,unblock,2022-06-29T10:39:32Z,2022-06-29T10:39:32Z,sms
1105,Saved TMC,8581,unblock,2022-06-29T10:49:00Z,2022-06-29T10:49:00Z,sms
1106,CHRIST EMB.,10078,unblock,2022-06-30T13:17:59Z,2022-06-30T13:17:59Z,sms
1107,YANIVSCH,9722,unblock,2022-07-01T10:00:33Z,2022-07-01T10:00:33Z,sms
1108,Piano Bar,10082,unblock,2022-07-01T13:54:26Z,2022-07-01T13:54:26Z,sms
1109,APOSA UBIDS,7710,unblock,2022-07-05T09:49:13Z,2022-07-05T09:49:13Z,sms
1110,CPS,9722,unblock,2022-07-06T07:46:57Z,2022-07-06T07:46:57Z,sms
1111,CPS AKUMONO,9722,unblock,2022-07-06T07:50:18Z,2022-07-06T07:50:18Z,sms
1112,MERCYLOVE,9722,unblock,2022-07-06T07:51:25Z,2022-07-06T07:51:25Z,sms
1113,CPS SAK,9722,unblock,2022-07-06T08:05:03Z,2022-07-06T08:05:03Z,sms
1114,Alisa Tema,9287,unblock,2022-07-06T12:37:49Z,2022-07-06T12:37:49Z,sms
1115,HSTV,10096,unblock,2022-07-07T08:41:15Z,2022-07-07T08:41:15Z,sms
1116,AMBV,10096,unblock,2022-07-07T09:23:04Z,2022-07-07T09:23:04Z,sms
1117,Nestle_GH,26,unblock,2022-07-07T10:56:45Z,2022-07-07T10:56:45Z,sms
1118,txtconnect,10098,unblock,2022-07-07T13:45:34Z,2022-07-07T13:45:34Z,sms
1119,Dual B,9749,unblock,2022-07-07T15:21:05Z,2022-07-07T15:21:05Z,sms
1120,AIMVEST,10098,unblock,2022-07-08T04:00:41Z,2022-07-08T04:00:41Z,sms
1121,BE Project,10101,unblock,2022-07-08T07:48:21Z,2022-07-08T07:48:21Z,sms
1122,2.33E+11,10101,unblock,2022-07-08T09:35:07Z,2022-07-08T09:35:07Z,voice
1123,LEAK-GAMES,10105,unblock,2022-07-08T10:04:28Z,2022-07-08T10:04:28Z,sms
1124,THE LOTTERY,10105,unblock,2022-07-08T10:04:50Z,2022-07-08T10:04:50Z,sms
1125,NLA-REG,10105,block,2022-07-08T10:08:32Z,2022-07-08T10:08:32Z,sms
1126,5/90NLA,10105,block,2022-07-08T10:10:20Z,2022-07-08T10:10:20Z,sms
1127,REG-NLA,10105,block,2022-07-08T10:10:47Z,2022-07-08T10:10:47Z,sms
1128,NLA_5/90,10106,block,2022-07-08T10:13:04Z,2022-07-08T10:13:04Z,sms
1129,LEAK-GAMES,10106,unblock,2022-07-08T10:15:04Z,2022-07-08T10:15:04Z,sms
1130,REG_NLA,10106,unblock,2022-07-08T10:15:23Z,2022-07-08T10:15:23Z,sms
1131,THE LOTTERY,10106,unblock,2022-07-08T10:17:41Z,2022-07-08T10:17:41Z,sms
1132,552572082,10101,unblock,2022-07-08T10:29:21Z,2022-07-08T10:29:21Z,voice
1133,LEAK-GAMES,10107,unblock,2022-07-08T11:14:12Z,2022-07-08T11:14:12Z,sms
1134,LEAK-GAMES,10107,unblock,2022-07-08T11:14:14Z,2022-07-08T11:14:14Z,sms
1135,THE LOTTERY,10107,unblock,2022-07-08T11:14:33Z,2022-07-08T11:14:33Z,sms
1136,HANNACALL22,10101,unblock,2022-07-09T08:28:50Z,2022-07-09T08:28:50Z,sms
1137,WISPLUX,5618,unblock,2022-07-12T18:44:36Z,2022-07-12T18:44:36Z,sms
1138,GLAMCO,5618,unblock,2022-07-12T18:48:05Z,2022-07-12T18:48:05Z,sms
1139,MAERSKLINE,9292,unblock,2022-07-12T18:49:55Z,2022-07-12T18:49:55Z,email
1140,OCSCLINE,9292,unblock,2022-07-12T18:50:42Z,2022-07-12T18:50:42Z,email
1141,CLIMAXLINE,9292,unblock,2022-07-13T09:32:16Z,2022-07-13T09:32:16Z,email
1142,Landmark,10119,unblock,2022-07-13T14:13:20Z,2022-07-13T14:13:20Z,sms
1143,CBG ExcIITe,9828,unblock,2022-07-14T10:38:11Z,2022-07-14T10:38:11Z,sms
1144,MEDIBOX,9751,unblock,2022-07-15T15:06:06Z,2022-07-15T15:06:06Z,sms
1145,RRC A/G,8258,unblock,2022-07-17T06:51:33Z,2022-07-17T06:51:33Z,sms
1146,Restorers,8258,unblock,2022-07-17T06:54:21Z,2022-07-17T06:54:21Z,sms
1147,Restorers,8258,unblock,2022-07-17T06:54:21Z,2022-07-17T06:54:21Z,sms
1148,PGC SYL,9737,unblock,2022-07-17T16:42:49Z,2022-07-17T16:42:49Z,sms
1149,AA SM Cath,10138,unblock,2022-07-19T10:46:57Z,2022-07-19T10:46:57Z,sms
1150,Rev.Richard,10138,unblock,2022-07-19T10:49:16Z,2022-07-19T10:49:16Z,sms
1151,LEAK-GAMES,10107,unblock,2022-07-21T14:20:42Z,2022-07-21T14:20:42Z,sms
1152,LEAK-GAMES,10107,unblock,2022-07-21T14:20:42Z,2022-07-21T14:20:42Z,sms
1153,RG HATCHER,9761,unblock,2022-07-21T15:43:06Z,2022-07-21T15:43:06Z,sms
1154,RG HATCHER,45,unblock,2022-07-21T16:15:29Z,2022-07-21T16:15:29Z,sms
1155,JF '22,50,unblock,2022-08-06T09:23:25Z,2022-08-06T09:23:25Z,sms
1156,CASU,10173,unblock,2022-08-08T10:12:06Z,2022-08-08T10:12:06Z,sms
1157,FK COM HOSP,10178,unblock,2022-08-08T14:00:36Z,2022-08-08T14:00:36Z,sms
1158,G C B,10182,block,2022-08-10T05:54:51Z,2022-08-10T05:54:51Z,sms
1159,Samsung GH,13,unblock,2022-08-10T08:23:32Z,2022-08-10T08:23:32Z,sms
1160,572683529,7419,unblock,2022-08-14T19:13:33Z,2022-08-14T19:13:33Z,sms
1161,SanteKay,7419,unblock,2022-08-14T19:14:01Z,2022-08-14T19:14:01Z,sms
1162,KWAME,9832,unblock,2022-08-15T07:24:52Z,2022-08-15T07:24:52Z,sms
1163,TMS_TEST,10195,unblock,2022-08-17T01:09:22Z,2022-08-17T01:09:22Z,sms
1164,TMS_SMS,10195,unblock,2022-08-17T04:21:16Z,2022-08-17T04:21:16Z,sms
1165,243943186,6387,unblock,2022-08-17T09:07:51Z,2022-08-17T09:07:51Z,voice
1166,Alan 4 Prez,9828,unblock,2022-08-17T10:19:14Z,2022-08-17T10:19:14Z,sms
1167,AuroraGhana,10087,unblock,2022-08-18T10:59:10Z,2022-08-18T10:59:10Z,sms
1168,Aurora GH,10087,unblock,2022-08-18T11:13:45Z,2022-08-18T11:13:45Z,sms
1169,MPNR,10098,unblock,2022-08-22T09:58:37Z,2022-08-22T09:58:37Z,sms
1170,KNUST,9491,unblock,2022-08-22T11:04:46Z,2022-08-22T11:04:46Z,sms
1171,NCF 2022,10220,unblock,2022-08-23T10:52:14Z,2022-08-23T10:52:14Z,sms
1172,Opp Int'l,9828,unblock,2022-08-25T12:41:39Z,2022-08-25T12:41:39Z,sms
1173,Cachie,6206,unblock,2022-08-30T14:10:30Z,2022-08-30T14:10:30Z,sms
1174,John_Tetteh,10089,unblock,2022-08-30T14:57:56Z,2022-08-30T14:57:56Z,sms
1175,Kordiabe,10089,unblock,2022-08-30T15:09:34Z,2022-08-30T15:09:34Z,sms
1176,UOB GROUP,9292,unblock,2022-09-01T17:21:01Z,2022-09-01T17:21:01Z,email
1177,UOBGROUP,9292,unblock,2022-09-02T04:15:42Z,2022-09-02T04:15:42Z,sms
1178,HCD,10247,unblock,2022-09-02T15:35:45Z,2022-09-02T15:35:45Z,sms
1179,NYAME DOME,9434,unblock,2022-09-05T19:04:41Z,2022-09-05T19:04:41Z,sms
1180,HD+,10098,unblock,2022-09-06T04:04:50Z,2022-09-06T04:04:50Z,sms
1181,HP Plus,10098,unblock,2022-09-06T08:20:45Z,2022-09-06T08:20:45Z,sms
1182,Test,10098,unblock,2022-09-06T08:27:17Z,2022-09-06T08:27:17Z,sms
1183,HD_Plus,10098,unblock,2022-09-06T08:30:27Z,2022-09-06T08:30:27Z,sms
1184,HD +,10098,unblock,2022-09-06T08:31:23Z,2022-09-06T08:31:23Z,sms
1185,HD_+,10098,unblock,2022-09-06T08:32:44Z,2022-09-06T08:32:44Z,sms
1186,OIMSCH,9722,unblock,2022-09-06T14:31:40Z,2022-09-06T14:31:40Z,sms
1187,Test,9980,unblock,2022-09-07T08:28:06Z,2022-09-07T08:28:06Z,sms
1188,Dr Kathryn,10246,unblock,2022-09-07T09:31:15Z,2022-09-07T09:31:15Z,sms
1189,MYBET,10096,block,2022-09-08T11:15:49Z,2022-09-08T11:15:49Z,sms
1190,MyBet,10096,block,2022-09-08T11:18:49Z,2022-09-08T11:18:49Z,sms
1191,mybetafrica,10096,unblock,2022-09-09T08:03:43Z,2022-09-09T08:03:43Z,sms
1192,M&C GROUP,10261,unblock,2022-09-09T12:03:01Z,2022-09-09T12:03:01Z,sms
1193,MGL GHANA,10261,unblock,2022-09-09T12:35:49Z,2022-09-09T12:35:49Z,sms
1194,SELA4YOUTH,8260,unblock,2022-09-11T16:41:03Z,2022-09-11T16:41:03Z,sms
1195,541100240,8260,unblock,2022-09-14T07:38:32Z,2022-09-14T07:38:32Z,voice
1196,541100240,8260,block,2022-09-14T09:08:19Z,2022-09-14T09:08:19Z,voice
1197,BRIGHTERMON,9722,unblock,2022-09-16T14:43:59Z,2022-09-16T14:43:59Z,sms
1198,2020,9434,unblock,2022-09-18T02:41:53Z,2022-09-18T02:41:53Z,voice
1199,10112020,9434,unblock,2022-09-18T02:50:20Z,2022-09-18T02:50:20Z,voice
1200,FITCSALUMNI,8920,unblock,2022-09-18T14:41:36Z,2022-09-18T14:41:36Z,sms
1201,FITCSALUMNI,8920,unblock,2022-09-18T14:42:33Z,2022-09-18T14:42:33Z,email
1202,@Moh,6206,unblock,2022-09-19T14:20:10Z,2022-09-19T14:20:10Z,sms
1203,MISA,9751,unblock,2022-09-20T02:44:42Z,2022-09-20T02:44:42Z,sms
1204,EXAMS_SYS,9491,unblock,2022-09-20T08:29:15Z,2022-09-20T08:29:15Z,sms
1205,DAYSPRING,9722,unblock,2022-09-20T09:41:45Z,2022-09-20T09:41:45Z,sms
1206,GOLDHUB GH,10261,unblock,2022-09-21T10:24:05Z,2022-09-21T10:24:05Z,sms
1207,KSM,9722,unblock,2022-09-21T12:17:07Z,2022-09-21T12:17:07Z,sms
1208,KsTU TRANS,9491,unblock,2022-09-22T17:38:01Z,2022-09-22T17:38:01Z,sms
1209,ICGCTRINITY,5618,unblock,2022-09-25T05:50:58Z,2022-09-25T05:50:58Z,sms
1210,John Benang,8258,unblock,2022-09-30T10:53:54Z,2022-09-30T10:53:54Z,sms
1211,Ps Benang,8258,unblock,2022-10-01T05:56:04Z,2022-10-01T05:56:04Z,sms
1212,Factura SMS,10298,unblock,2022-10-01T10:46:11Z,2022-10-01T10:46:11Z,sms
1213,Factura_SMS,10298,unblock,2022-10-01T18:25:40Z,2022-10-01T18:25:40Z,sms
1214,Net_Systems,10298,unblock,2022-10-01T18:29:55Z,2022-10-01T18:29:55Z,sms
1215,242245128,8260,block,2022-10-05T10:56:04Z,2022-10-05T10:56:04Z,voice
1216,TDHC ENG MP,10302,unblock,2022-10-05T11:52:49Z,2022-10-05T11:52:49Z,sms
1217,KPORVI4YOU,8260,unblock,2022-10-05T12:06:38Z,2022-10-05T12:06:38Z,sms
1218,242245128,8260,block,2022-10-05T12:07:08Z,2022-10-05T12:07:08Z,voice
1219,PRETTYDICTA,6390,unblock,2022-10-05T12:09:26Z,2022-10-05T12:09:26Z,sms
1220,TXT Ghana,26,unblock,2022-10-05T13:51:08Z,2022-10-05T13:51:08Z,sms
1221,"Alisa, Tema",10093,unblock,2022-10-07T11:27:00Z,2022-10-07T11:27:00Z,sms
1222,Mybetafrica,26,unblock,2022-10-07T11:33:34Z,2022-10-07T11:33:34Z,sms
1223,9999,9338,block,2022-10-08T16:16:43Z,2022-10-08T16:16:43Z,voice
1224,UniMAC-IL,10305,unblock,2022-10-10T13:18:02Z,2022-10-10T13:18:02Z,sms
1225,TWELLIUM,8974,unblock,2022-10-11T05:27:52Z,2022-10-11T05:27:52Z,sms
1226,GCB ACCRA,5623,unblock,2022-10-11T10:24:30Z,2022-10-11T10:24:30Z,sms
1227,GCB Accra,5623,unblock,2022-10-11T10:25:40Z,2022-10-11T10:25:40Z,sms
1228,MoSogbe,9845,unblock,2022-10-13T07:27:10Z,2022-10-13T07:27:10Z,sms
1229,mosogbe,10324,unblock,2022-10-14T12:02:47Z,2022-10-14T12:02:47Z,sms
1230,EPHRAIM,8260,unblock,2022-10-18T13:48:57Z,2022-10-18T13:48:57Z,sms
1231,I&C Cargo,10323,unblock,2022-10-19T12:37:34Z,2022-10-19T12:37:34Z,sms
1232,GSICST,9722,unblock,2022-10-20T10:25:51Z,2022-10-20T10:25:51Z,sms
1233,NIKUZ,8260,unblock,2022-10-24T04:29:20Z,2022-10-24T04:29:20Z,sms
1234,GLAVI,8260,unblock,2022-10-24T05:40:13Z,2022-10-24T05:40:13Z,sms
1235,GLAVI,8260,unblock,2022-10-24T05:40:15Z,2022-10-24T05:40:15Z,sms
1236,ASH. ZYM,6214,unblock,2022-10-24T07:49:35Z,2022-10-24T07:49:35Z,sms
1237,Res. Pastor,8303,unblock,2022-10-24T14:08:44Z,2022-10-24T14:08:44Z,sms
1238,Winners,8303,unblock,2022-10-24T14:47:00Z,2022-10-24T14:47:00Z,sms
1239,WCISAKUMONO,8303,unblock,2022-10-25T09:08:17Z,2022-10-25T09:08:17Z,sms
1240,AFRIMASS,45,unblock,2022-10-26T10:32:54Z,2022-10-26T10:32:54Z,sms
1241,NAFDUG,9311,unblock,2022-10-26T18:17:25Z,2022-10-26T18:17:25Z,sms
1242,Film Stars,8581,unblock,2022-10-27T14:32:17Z,2022-10-27T14:32:17Z,sms
1243,AFRIMASS,10344,unblock,2022-10-27T17:20:56Z,2022-10-27T17:20:56Z,sms
1244,2.34E+11,10344,unblock,2022-10-27T20:40:32Z,2022-10-27T20:40:32Z,voice
1245,REMINDER,9773,unblock,2022-10-28T06:15:50Z,2022-10-28T06:15:50Z,sms
1246,GIRLSVENDOR,10359,unblock,2022-11-03T11:53:25Z,2022-11-03T11:53:25Z,sms
1247,STYLECAVEGH,10361,unblock,2022-11-03T13:12:46Z,2022-11-03T13:12:46Z,sms
1248,loves,10359,unblock,2022-11-03T13:39:14Z,2022-11-03T13:39:14Z,sms
1249,CocoaDinner,5649,unblock,2022-11-04T10:29:33Z,2022-11-04T10:29:33Z,sms
1250,CocoaPost,5649,unblock,2022-11-04T11:03:46Z,2022-11-04T11:03:46Z,sms
1251,KOOKMIN,9292,unblock,2022-11-04T17:51:45Z,2022-11-04T17:51:45Z,sms
1252,KOOKMIN,9292,unblock,2022-11-05T00:11:21Z,2022-11-05T00:11:21Z,email
1253,AHAFO NDC,9422,unblock,2022-11-05T12:22:50Z,2022-11-05T12:22:50Z,sms
1254,NDC MTK GAR,9686,unblock,2022-11-07T10:24:02Z,2022-11-07T10:24:02Z,sms
1255,THE LOTTERY,10375,unblock,2022-11-10T13:29:44Z,2022-11-10T13:29:44Z,sms
1256,THE LOTTERY,10375,unblock,2022-11-10T13:29:46Z,2022-11-10T13:29:46Z,sms
1257,☎️GAMES,10375,unblock,2022-11-10T13:31:55Z,2022-11-10T13:31:55Z,sms
1258,LEAK GAMES,10375,unblock,2022-11-10T13:32:53Z,2022-11-10T13:32:53Z,sms
1259,testme,10301,unblock,2022-11-15T11:58:59Z,2022-11-15T11:58:59Z,sms
1260,test,10343,unblock,2022-11-16T10:04:33Z,2022-11-16T10:04:33Z,sms
1261,Test 1,10343,unblock,2022-11-16T10:28:22Z,2022-11-16T10:28:22Z,sms
1262,Test 2,10343,unblock,2022-11-16T10:30:34Z,2022-11-16T10:30:34Z,sms
1263,Abel_001,10343,unblock,2022-11-16T10:58:09Z,2022-11-16T10:58:09Z,sms
1264,Abel Acquah,10343,unblock,2022-11-16T11:11:18Z,2022-11-16T11:11:18Z,sms
1265,Abel GGSSA,10343,unblock,2022-11-16T11:20:51Z,2022-11-16T11:20:51Z,sms
1266,Abel Mensah,10343,unblock,2022-11-16T11:32:25Z,2022-11-16T11:32:25Z,sms
1267,DTechMall,10389,unblock,2022-11-17T12:36:12Z,2022-11-17T12:36:12Z,sms
1268,Philo,9338,unblock,2022-11-22T09:34:40Z,2022-11-22T09:34:40Z,sms
1269,Afreh,10391,block,2022-11-22T10:25:18Z,2022-11-22T10:25:18Z,sms
1270,555488305,10391,block,2022-11-22T10:39:51Z,2022-11-22T10:39:51Z,voice
1271,John@gmail.com,10391,block,2022-11-23T12:46:45Z,2022-11-23T12:46:45Z,email
1272,DB AG MAIN,9292,unblock,2022-11-23T15:27:59Z,2022-11-23T15:27:59Z,email
1273,Deutsche Bank,9292,unblock,2022-11-23T16:42:21Z,2022-11-23T16:42:21Z,email
1274,DEUTSCHE BANK AG,9292,unblock,2022-11-24T07:38:01Z,2022-11-24T07:38:01Z,email
1275,DB A.G Main,9292,unblock,2022-11-24T10:27:47Z,2022-11-24T10:27:47Z,sms
1276,AT&T,10414,unblock,2022-11-26T23:56:10Z,2022-11-26T23:56:10Z,email
1277,Barclays Bank Plc,9292,unblock,2022-11-27T00:38:11Z,2022-11-27T00:38:11Z,email
1278,LESDAC,10401,unblock,2022-11-27T14:14:48Z,2022-11-27T14:14:48Z,sms
1279,lesdac,10401,unblock,2022-11-27T14:27:52Z,2022-11-27T14:27:52Z,sms
1280,lesdacgh,10401,unblock,2022-11-28T12:10:31Z,2022-11-28T12:10:31Z,sms
1281,LESDEC_GH,13,unblock,2022-11-28T12:11:46Z,2022-11-28T12:11:46Z,sms
1282,LESDEC,13,unblock,2022-11-28T12:12:00Z,2022-11-28T12:12:00Z,sms
1283,LES,13,unblock,2022-11-28T12:12:09Z,2022-11-28T12:12:09Z,sms
1284,LESDAC,13,unblock,2022-11-28T12:13:55Z,2022-11-28T12:13:55Z,sms
1285,MACU,9509,unblock,2022-11-28T14:32:08Z,2022-11-28T14:32:08Z,sms
1286,LEAK GAMES,10422,unblock,2022-12-01T08:41:48Z,2022-12-01T08:41:48Z,sms
1287,THE LOTTERY,10422,unblock,2022-12-01T08:42:03Z,2022-12-01T08:42:03Z,sms
1288,GH Games,10422,unblock,2022-12-01T08:43:22Z,2022-12-01T08:43:22Z,sms
1289,WINS,10422,unblock,2022-12-01T08:54:21Z,2022-12-01T08:54:21Z,sms
1290,LEAK GAMES,10422,unblock,2022-12-01T08:54:55Z,2022-12-01T08:54:55Z,sms
1291,LINAFABRICS,5618,unblock,2022-12-01T21:33:54Z,2022-12-01T21:33:54Z,sms
1292,A2RFREIGHT,5618,unblock,2022-12-05T08:15:02Z,2022-12-05T08:15:02Z,sms
1293,IMF/ AML,9509,unblock,2022-12-06T00:40:28Z,2022-12-06T00:40:28Z,sms
1294,MoMo App,26,unblock,2022-12-06T10:55:17Z,2022-12-06T10:55:17Z,sms
1295,Katawodieso,10423,unblock,2022-12-07T08:44:29Z,2022-12-07T08:44:29Z,sms
1296,JAMROCK,10391,unblock,2022-12-07T11:55:29Z,2022-12-07T11:55:29Z,sms
